_time,torque,position,cluster_labels,cluster_id
2024-11-14T05:42:07Z,12,1000.0,cluster_1,1
2024-11-14T05:42:08Z,12,1000.0,cluster_1,1
2024-11-14T05:42:09Z,12,1000.0,cluster_1,1
2024-11-14T05:42:10Z,12,1000.0,cluster_1,1
2024-11-14T05:42:11Z,12,1000.0,cluster_1,1
2024-11-14T05:42:12Z,12,1000.0,cluster_1,1
2024-11-14T05:42:13Z,12,1000.0,cluster_1,1
2024-11-14T05:42:14Z,12,1000.0,cluster_1,1
2024-11-14T05:42:15Z,12,1000.0,cluster_1,1
2024-11-14T05:42:16Z,12,1000.0,cluster_1,1
2024-11-14T05:42:17Z,12,1000.0,cluster_1,1
2024-11-14T05:42:18Z,12,1000.0,cluster_1,1
2024-11-14T05:42:19Z,12,1000.0,cluster_1,1
2024-11-14T05:42:20Z,12,1000.0,cluster_1,1
2024-11-14T05:42:21Z,12,1000.0,cluster_1,1
2024-11-14T05:42:22Z,12,1000.0,cluster_1,1
2024-11-14T05:42:23Z,12,1000.0,cluster_1,1
2024-11-14T05:42:24Z,12,1000.0,cluster_1,1
2024-11-14T05:42:25Z,12,1000.0,cluster_1,1
2024-11-14T05:42:26Z,0,1000.0,cluster_1,1
2024-11-14T05:42:27Z,0,996.0,cluster_1,1
2024-11-14T05:43:28Z,35,13.0,cluster_1,1
2024-11-14T05:43:29Z,31,43.0,cluster_1,1
2024-11-14T05:43:30Z,28,73.0,cluster_1,1
2024-11-14T05:43:31Z,28,107.0,cluster_1,1
2024-11-14T05:43:32Z,28,135.0,cluster_1,1
2024-11-14T05:43:33Z,20,166.0,cluster_1,1
2024-11-14T05:43:34Z,24,196.0,cluster_1,1
2024-11-14T05:43:35Z,20,225.0,cluster_1,1
2024-11-14T05:43:36Z,24,256.0,cluster_1,1
2024-11-14T05:43:37Z,20,286.0,cluster_1,1
2024-11-14T05:43:38Z,20,320.0,cluster_1,1
2024-11-14T05:43:39Z,24,350.0,cluster_1,1
2024-11-14T05:43:40Z,20,384.0,cluster_1,1
2024-11-14T05:43:41Z,24,414.0,cluster_1,1
2024-11-14T05:43:42Z,24,442.0,cluster_1,1
2024-11-14T05:43:43Z,24,473.0,cluster_1,1
2024-11-14T05:43:44Z,28,504.0,cluster_1,1
2024-11-14T05:43:45Z,28,535.0,cluster_1,1
2024-11-14T05:43:46Z,24,565.0,cluster_1,1
2024-11-14T05:43:47Z,28,595.0,cluster_1,1
2024-11-14T05:43:48Z,31,625.0,cluster_1,1
2024-11-14T05:43:49Z,28,655.0,cluster_1,1
2024-11-14T05:43:50Z,31,686.0,cluster_1,1
2024-11-14T05:43:51Z,28,715.0,cluster_1,1
2024-11-14T05:43:52Z,28,745.0,cluster_1,1
2024-11-14T05:43:53Z,31,776.0,cluster_1,1
2024-11-14T05:43:54Z,31,805.0,cluster_1,1
2024-11-14T05:43:55Z,39,836.0,cluster_1,1
2024-11-14T05:43:56Z,31,867.0,cluster_1,1
2024-11-14T05:43:57Z,39,896.0,cluster_1,1
2024-11-14T05:43:58Z,35,926.0,cluster_1,1
2024-11-14T05:43:59Z,28,957.0,cluster_1,1
2024-11-14T05:44:00Z,20,982.0,cluster_1,1
2024-11-14T05:44:01Z,8,995.0,cluster_1,1
2024-11-14T05:44:02Z,4,1000.0,cluster_1,1
2024-11-14T05:44:03Z,4,1000.0,cluster_1,1
2024-11-14T05:44:04Z,4,1000.0,cluster_1,1
2024-11-14T05:44:05Z,4,1000.0,cluster_1,1
2024-11-14T05:44:06Z,4,1000.0,cluster_1,1
2024-11-14T05:44:07Z,4,1000.0,cluster_1,1
